soil_type,season,water,temperature,humidity,label
black,summer,low,31.1,41.35,pigeonpeas
loamy,monsoon,high,30.23,99.06,papaya
red,winter,medium,11.24,39.02,potato
red,winter,low,12.2,10.38,chickpea
loamy,summer,medium,30.78,67.28,muskmelon
loamy,summer,low,38.06,41.64,mango
sandy,autumn,low,15.7,27.4,barley
black,winter,low,16.03,54.01,lentil
sandy,autumn,low,23.04,58.59,pomegranate
clay,monsoon,high,24.24,97.92,rice
loamy,autumn,low,17.62,27.73,barley
loamy,autumn,medium,14.87,33.23,wheat
sandy,summer,high,30.45,80.26,coconut
loamy,summer,medium,37.71,45.24,mango
loamy,monsoon,medium,23.85,70.32,chili
sandy,summer,medium,26.57,51.93,maize
red,summer,low,27.9,32.18,millets
black,monsoon,high,24.23,92.57,rice
black,monsoon,high,23.68,94.73,jute
red,winter,medium,13.78,87.78,apple
loamy,winter,medium,10.45,12.22,kidneybeans
sandy,summer,high,31.7,80.97,coconut
sandy,monsoon,low,28.72,66.17,mothbeans
sandy,summer,high,29.21,71.92,watermelon
red,summer,medium,36.5,78.51,papaya
loamy,autumn,low,21.51,55.71,pomegranate
loamy,summer,medium,23.18,75.66,orange
red,monsoon,low,22.99,63.02,millets
sandy,monsoon,low,29.72,73.84,mothbeans
sandy,monsoon,low,24.45,64.35,mothbeans
red,autumn,low,26.62,57.28,mothbeans
loamy,summer,medium,28.76,69.08,mungbean
loamy,monsoon,high,23.56,86.22,jute
red,summer,low,23.59,45.67,pomegranate
red,winter,medium,14.12,86.82,apple
loamy,summer,medium,27.85,33.79,tomato
sandy,summer,low,25.31,76.6,grapes
clay,winter,medium,10.11,24.7,wheat
sandy,summer,medium,29.26,74.49,muskmelon
loamy,summer,medium,38.83,88.17,papaya
loamy,winter,medium,17.2,75.41,apple
red,summer,medium,37.0,37.57,mango
loamy,summer,medium,23.89,83.43,orange
black,autumn,low,27.99,44.82,sorghum
black,winter,low,10.37,10.61,chickpea
loamy,monsoon,medium,25.71,87.51,blackgram
loamy,winter,medium,8.21,30.93,wheat
loamy,winter,low,11.61,73.92,apple
black,monsoon,low,29.63,59.38,pigeonpeas
clay,monsoon,high,24.19,95.36,banana
sandy,autumn,medium,23.7,99.54,orange
loamy,winter,low,11.93,12.98,kidneybeans
black,summer,high,33.61,52.95,sugarcane
sandy,summer,low,30.03,47.47,sorghum
red,summer,medium,38.13,37.29,mango
loamy,winter,medium,16.53,53.13,lentil
clay,summer,high,30.57,63.67,jute
loamy,winter,low,10.16,8.94,chickpea
loamy,summer,medium,30.84,61.57,turmeric
loamy,winter,medium,20.15,36.56,tomato
black,monsoon,high,27.64,94.27,rice
red,summer,low,27.71,67.28,grapes
loamy,winter,medium,16.07,53.68,lentil
loamy,monsoon,medium,25.91,69.65,guava
loamy,autumn,medium,22.32,90.64,orange
black,monsoon,low,25.0,64.74,pigeonpeas
clay,winter,medium,12.85,82.98,apple
red,autumn,low,22.41,60.67,pomegranate
sandy,autumn,medium,23.63,89.27,orange
red,monsoon,high,20.72,86.17,ginger
loamy,winter,medium,17.96,47.79,lentil
black,winter,low,8.55,33.93,wheat
loamy,monsoon,low,24.31,78.01,blackgram
loamy,autumn,medium,26.13,56.05,guava
loamy,summer,high,28.79,83.01,coconut
black,summer,high,28.34,72.26,rice
loamy,monsoon,low,23.49,63.88,pigeonpeas
loamy,monsoon,medium,24.9,87.02,ginger
loamy,summer,high,33.28,75.44,banana
black,monsoon,medium,22.6,92.32,cotton
sandy,summer,high,28.53,72.02,watermelon
red,summer,low,34.79,36.87,mango
loamy,autumn,medium,28.18,50.65,coffee
loamy,winter,low,12.84,23.46,barley
loamy,summer,medium,35.95,85.62,papaya
loamy,autumn,low,18.43,37.23,onion
black,summer,low,31.63,58.6,blackgram
clay,winter,low,4.66,21.68,wheat
sandy,monsoon,medium,32.55,97.74,papaya
black,summer,high,33.32,49.13,sugarcane
red,monsoon,medium,22.41,97.05,tea
sandy,winter,medium,11.84,38.33,potato
sandy,winter,low,15.56,31.51,onion
sandy,monsoon,medium,18.53,82.82,maize
black,winter,medium,14.84,10.76,kidneybeans
loamy,monsoon,high,27.75,76.01,sugarcane
loamy,winter,low,14.23,30.88,onion
loamy,monsoon,medium,27.04,78.25,turmeric
sandy,autumn,low,20.4,60.55,pomegranate
loamy,summer,medium,27.27,36.68,tomato
sandy,summer,high,27.27,80.14,coconut
sandy,summer,high,26.76,82.58,coconut
sandy,monsoon,low,28.77,100.0,mungbean
loamy,autumn,medium,16.64,35.95,wheat
sandy,autumn,low,22.02,85.43,grapes
red,monsoon,low,26.29,59.96,millets
loamy,summer,medium,26.95,35.3,tomato
black,monsoon,medium,25.46,62.27,chili
sandy,autumn,low,22.43,58.86,pomegranate
black,winter,low,9.76,27.7,onion
clay,winter,low,5.45,22.19,wheat
red,autumn,low,26.58,51.66,mothbeans
loamy,autumn,low,17.99,33.37,barley
sandy,monsoon,low,27.48,66.69,mothbeans
loamy,autumn,medium,25.29,55.69,coffee
loamy,summer,low,28.15,43.92,sorghum
clay,monsoon,high,23.69,97.41,rice
loamy,summer,medium,24.48,86.57,orange
black,summer,high,27.99,74.16,rice
loamy,summer,high,26.51,75.9,coconut
black,monsoon,medium,22.64,98.36,cotton
black,summer,high,34.37,50.21,sugarcane
sandy,summer,high,32.73,77.77,coconut
red,winter,low,10.81,7.43,chickpea
loamy,autumn,medium,21.77,49.8,tomato
red,summer,medium,27.41,82.35,watermelon
red,summer,medium,34.74,77.4,papaya
clay,autumn,low,21.56,64.61,lentil
loamy,summer,medium,25.17,65.63,grapes
red,monsoon,medium,23.81,75.69,guava
loamy,autumn,medium,23.13,50.8,tomato
clay,summer,high,29.19,60.3,jute
black,summer,high,36.51,50.49,sugarcane
loamy,monsoon,low,25.09,66.39,pigeonpeas
loamy,winter,low,10.1,9.35,chickpea
red,summer,medium,25.81,51.67,maize
red,summer,medium,28.15,72.07,cotton
loamy,monsoon,high,24.35,89.99,banana
loamy,monsoon,low,27.75,71.55,blackgram
clay,monsoon,high,25.57,92.61,jute
loamy,monsoon,high,24.76,97.6,banana
clay,winter,low,3.02,23.69,wheat
red,monsoon,low,23.69,58.05,pigeonpeas
loamy,winter,medium,11.67,28.63,wheat
loamy,autumn,low,22.73,63.07,lentil
red,winter,medium,13.83,42.09,tomato
clay,autumn,low,21.93,63.56,lentil
sandy,summer,high,30.35,76.61,watermelon
loamy,monsoon,medium,26.09,98.67,banana
loamy,monsoon,high,26.17,96.48,banana
loamy,summer,medium,25.64,63.84,grapes
black,summer,high,27.09,76.2,rice
loamy,monsoon,low,25.86,76.36,blackgram
black,monsoon,medium,21.9,93.15,cotton
loamy,winter,low,10.69,42.58,potato
loamy,summer,high,28.77,76.25,watermelon
sandy,summer,medium,37.74,39.36,mango
red,summer,medium,26.27,51.88,maize
loamy,summer,medium,30.38,70.63,mungbean
red,winter,medium,17.92,86.98,apple
black,summer,high,31.2,51.94,sugarcane
sandy,summer,medium,32.21,44.52,mango
sandy,winter,low,12.67,30.78,onion
loamy,summer,medium,26.47,38.57,tomato
loamy,monsoon,medium,24.18,71.47,guava
loamy,summer,low,27.69,79.29,muskmelon
sandy,monsoon,medium,33.25,95.13,papaya
clay,winter,medium,7.0,18.26,wheat
black,summer,low,31.38,59.69,blackgram
black,winter,medium,4.49,24.43,wheat
clay,winter,low,1.62,21.53,wheat
loamy,winter,medium,15.77,78.07,orange
sandy,autumn,medium,23.74,94.19,orange
black,summer,medium,28.2,44.37,chili
loamy,summer,low,26.93,65.75,grapes
sandy,monsoon,medium,20.2,79.39,maize
sandy,monsoon,medium,18.49,77.42,maize
loamy,winter,low,12.47,12.22,kidneybeans
red,summer,medium,33.58,74.01,papaya
clay,winter,medium,10.36,18.7,wheat
loamy,summer,high,28.86,67.39,ginger
red,autumn,low,29.23,53.77,sorghum
black,summer,high,30.19,71.89,rice
loamy,autumn,low,24.16,59.19,pomegranate
black,monsoon,high,23.33,93.86,jute
red,winter,medium,14.62,36.75,tomato
loamy,monsoon,medium,24.3,73.02,chili
red,autumn,medium,21.41,80.1,tea
clay,winter,medium,9.78,22.3,wheat
loamy,summer,medium,29.46,72.54,mungbean
sandy,summer,medium,28.34,45.99,guava
clay,winter,medium,9.56,21.76,wheat
black,summer,low,29.41,78.89,cotton
loamy,winter,medium,10.97,34.3,wheat
loamy,autumn,low,17.52,36.68,barley
loamy,monsoon,high,21.0,98.03,rice
black,autumn,low,18.53,21.11,chickpea
sandy,summer,low,27.82,68.42,grapes
sandy,autumn,low,19.31,62.83,pomegranate
loamy,monsoon,low,22.53,75.49,blackgram
loamy,monsoon,low,26.53,69.84,pigeonpeas
loamy,summer,medium,27.31,65.62,grapes
loamy,winter,medium,9.56,27.19,wheat
loamy,summer,medium,28.28,75.35,watermelon
sandy,summer,medium,27.56,68.56,muskmelon
red,monsoon,low,23.84,66.05,millets
loamy,monsoon,high,20.15,95.96,jute
loamy,monsoon,high,26.7,95.37,banana
loamy,summer,low,31.47,34.97,millets
clay,summer,high,30.26,66.14,jute
sandy,monsoon,medium,21.84,76.37,guava
loamy,winter,medium,13.34,9.96,kidneybeans
sandy,monsoon,medium,22.55,97.59,coconut
clay,winter,low,4.98,19.9,wheat
clay,monsoon,high,25.26,94.95,jute
loamy,winter,low,6.66,26.52,wheat
loamy,winter,low,12.49,18.24,kidneybeans
loamy,monsoon,medium,23.02,64.84,coffee
sandy,autumn,medium,22.45,53.85,tomato
loamy,monsoon,medium,26.02,73.44,coffee
black,summer,low,33.57,38.66,millets
sandy,monsoon,medium,24.72,95.02,coconut
red,winter,medium,9.93,44.52,potato
black,summer,high,29.41,74.98,rice
loamy,monsoon,high,29.3,100.0,papaya
red,autumn,low,29.92,50.36,sorghum
red,summer,low,30.5,29.47,millets
red,summer,medium,26.68,56.05,maize
loamy,winter,low,16.15,24.15,onion
loamy,monsoon,high,25.11,77.08,sugarcane
sandy,summer,medium,35.81,40.7,mango
red,summer,medium,29.73,58.73,turmeric
sandy,summer,medium,29.02,44.73,guava
loamy,monsoon,medium,25.03,67.45,pigeonpeas
loamy,monsoon,medium,22.17,98.06,tea
loamy,autumn,high,25.51,77.39,tea
loamy,autumn,low,23.57,82.85,grapes
loamy,summer,medium,31.0,44.19,guava
loamy,summer,low,36.58,45.33,mango
loamy,autumn,medium,25.89,56.74,coffee
sandy,monsoon,medium,18.83,84.09,maize
black,monsoon,low,25.74,56.85,pigeonpeas
loamy,autumn,medium,20.58,99.8,orange
loamy,summer,high,25.95,59.69,jute
sandy,summer,medium,27.6,73.74,muskmelon
loamy,monsoon,medium,29.0,69.68,mango
clay,monsoon,medium,23.23,90.29,ginger
red,autumn,low,19.71,55.66,pomegranate
loamy,summer,low,30.44,78.4,muskmelon
clay,winter,medium,12.17,12.04,kidneybeans
red,autumn,medium,24.57,90.88,orange
sandy,monsoon,medium,21.48,98.86,coconut
red,summer,low,32.44,46.2,mothbeans
sandy,monsoon,low,27.06,65.14,mothbeans
clay,winter,low,13.44,19.34,barley
loamy,summer,medium,30.48,65.97,mungbean
loamy,summer,low,30.06,74.3,mungbean
loamy,winter,low,7.02,11.88,chickpea
loamy,summer,medium,25.97,65.97,grapes
clay,monsoon,medium,25.32,94.87,ginger
clay,winter,medium,11.45,83.68,apple
black,autumn,low,21.63,40.05,onion
clay,monsoon,medium,23.91,99.11,jute
loamy,summer,medium,25.81,49.99,maize
sandy,summer,medium,21.5,51.37,maize
sandy,summer,low,32.7,40.31,mothbeans
red,autumn,medium,25.85,56.1,coffee
red,monsoon,medium,24.87,97.35,tea
loamy,autumn,low,15.42,26.87,barley
red,winter,medium,11.14,42.86,potato
red,winter,medium,15.32,42.76,tomato
loamy,monsoon,high,26.4,90.19,banana
red,summer,medium,26.41,56.93,maize
sandy,summer,low,32.33,38.36,millets
loamy,autumn,medium,20.53,64.52,maize
black,summer,high,29.77,75.96,rice
black,autumn,low,20.0,40.14,onion
black,winter,low,8.84,9.41,chickpea
red,monsoon,high,23.42,98.71,coconut
loamy,winter,low,14.32,55.61,lentil
loamy,autumn,high,26.51,83.52,tea
loamy,monsoon,high,28.03,81.56,turmeric
clay,monsoon,high,22.84,85.63,jute
loamy,summer,medium,27.4,46.56,coffee
loamy,summer,medium,37.55,44.61,mango
sandy,summer,low,33.08,42.62,mothbeans
sandy,summer,medium,26.99,49.28,guava
sandy,autumn,medium,23.66,90.84,orange
sandy,autumn,medium,26.7,84.75,muskmelon
loamy,winter,low,10.76,76.84,apple
red,autumn,low,27.92,51.01,mothbeans
loamy,winter,low,10.84,43.36,potato
sandy,autumn,medium,21.51,95.18,orange
loamy,winter,medium,17.69,51.97,lentil
loamy,summer,medium,24.24,69.97,grapes
clay,monsoon,medium,22.87,97.5,rice
clay,monsoon,medium,24.15,92.87,ginger
black,monsoon,high,24.45,80.89,sugarcane
black,winter,medium,7.46,16.37,wheat
clay,monsoon,low,27.53,86.58,blackgram
sandy,summer,medium,30.48,73.8,watermelon
sandy,autumn,medium,21.57,90.36,orange
red,autumn,low,28.06,49.44,sorghum
loamy,autumn,low,24.54,58.74,lentil
loamy,summer,high,26.0,80.81,coconut
red,autumn,low,28.34,54.32,mothbeans
loamy,summer,low,35.03,45.5,mango
sandy,monsoon,medium,23.02,72.61,guava
loamy,summer,low,31.48,36.77,mothbeans
black,winter,low,7.15,23.21,barley
sandy,autumn,medium,23.63,52.14,tomato
clay,winter,low,6.25,26.16,wheat
red,summer,medium,27.17,43.94,coffee
loamy,winter,low,7.9,25.78,wheat
sandy,autumn,medium,25.09,48.92,tomato
loamy,summer,medium,25.33,65.51,grapes
loamy,summer,low,29.7,73.58,mungbean
loamy,summer,medium,32.82,75.06,mungbean
loamy,monsoon,medium,26.58,80.95,turmeric
red,summer,medium,29.57,52.95,turmeric
red,summer,medium,27.2,74.39,watermelon
red,monsoon,high,24.97,100.0,banana
red,autumn,low,20.34,59.98,pomegranate
clay,monsoon,high,22.98,96.18,jute
loamy,monsoon,medium,30.64,72.32,mango
sandy,monsoon,medium,19.99,81.13,maize
sandy,summer,medium,33.58,47.87,mango
red,monsoon,high,23.24,97.6,coconut
loamy,summer,medium,30.49,42.19,chili
loamy,summer,medium,38.87,85.92,papaya
loamy,monsoon,high,21.7,91.76,ginger
loamy,summer,high,28.25,65.25,jute
red,summer,low,35.3,40.14,mango
loamy,autumn,medium,18.48,34.14,wheat
loamy,summer,medium,24.49,81.34,orange
loamy,monsoon,medium,24.52,97.67,tea
clay,summer,high,27.5,74.94,rice
loamy,summer,medium,34.29,39.25,mango
black,monsoon,high,23.38,91.04,banana
loamy,monsoon,high,25.61,91.59,banana
red,winter,medium,15.34,85.67,apple
black,winter,low,8.95,9.71,barley
loamy,autumn,medium,22.34,95.12,orange
loamy,autumn,medium,18.53,26.11,kidneybeans
black,winter,medium,10.95,7.14,kidneybeans
loamy,winter,low,9.42,21.17,barley
red,autumn,low,30.24,60.02,mothbeans
loamy,summer,medium,28.45,34.71,tomato
black,winter,medium,11.43,7.94,kidneybeans
black,monsoon,low,25.85,61.48,pigeonpeas
black,autumn,low,24.45,49.36,sorghum
loamy,summer,medium,23.74,54.15,maize
loamy,monsoon,high,23.92,90.05,coconut
sandy,autumn,medium,17.67,45.35,potato
red,winter,medium,12.74,35.73,tomato
loamy,monsoon,medium,31.21,69.76,mango
loamy,summer,medium,23.06,82.67,orange
loamy,monsoon,medium,32.24,70.38,mango
clay,winter,medium,11.61,12.86,kidneybeans
red,summer,medium,27.57,44.89,chili
clay,monsoon,high,24.27,97.0,rice
red,monsoon,medium,23.28,68.63,coffee
sandy,summer,high,30.6,73.74,coconut
loamy,summer,medium,35.38,41.51,mango
loamy,monsoon,high,23.41,86.17,banana
black,summer,high,32.69,53.46,sugarcane
black,autumn,low,27.31,46.16,sorghum
sandy,monsoon,medium,23.91,76.73,guava
red,summer,medium,36.87,36.27,mango
loamy,monsoon,low,23.56,79.86,blackgram
black,winter,low,9.72,12.16,chickpea
loamy,summer,medium,26.01,75.63,orange
loamy,winter,low,13.64,33.49,onion
loamy,summer,low,35.38,30.2,millets
red,monsoon,low,26.37,64.32,pigeonpeas
red,summer,medium,29.65,72.12,watermelon
sandy,summer,high,27.11,80.93,coconut
black,monsoon,medium,23.02,96.04,cotton
clay,winter,medium,11.3,13.81,kidneybeans
loamy,autumn,medium,18.55,48.22,potato
clay,monsoon,medium,21.8,97.24,rice
sandy,autumn,low,22.4,58.9,pomegranate
black,monsoon,high,22.56,97.69,jute
black,summer,high,28.01,76.74,rice
loamy,autumn,medium,22.05,66.46,maize
sandy,monsoon,medium,21.14,94.3,coconut
loamy,autumn,low,22.37,39.62,onion
clay,monsoon,medium,24.43,93.09,ginger
black,summer,low,28.81,36.59,pigeonpeas
red,monsoon,medium,20.68,100.0,tea
black,summer,low,30.99,37.81,pigeonpeas
red,summer,low,30.1,71.3,mungbean
black,monsoon,medium,20.69,92.91,cotton
black,summer,low,30.48,31.43,pigeonpeas
loamy,monsoon,high,25.67,84.03,ginger
clay,summer,high,29.57,66.07,jute
clay,monsoon,medium,21.47,100.0,rice
loamy,monsoon,high,25.15,87.34,ginger
loamy,summer,high,26.16,75.91,coconut
black,monsoon,medium,25.78,61.33,chili
loamy,monsoon,high,22.66,86.09,banana
clay,monsoon,medium,26.28,86.53,turmeric
sandy,monsoon,medium,33.23,98.67,papaya
clay,winter,medium,8.01,22.08,wheat
red,summer,low,32.18,72.91,mungbean
sandy,autumn,low,23.25,54.17,pomegranate
sandy,summer,high,28.95,80.01,coconut
red,monsoon,medium,23.3,72.7,coffee
clay,winter,low,2.21,26.33,wheat
loamy,monsoon,high,22.54,94.42,jute
loamy,monsoon,high,24.43,91.37,jute
red,summer,medium,28.43,78.92,cotton
clay,summer,high,31.63,60.49,jute
sandy,summer,low,24.16,41.48,pomegranate
black,summer,medium,30.36,38.06,chili
clay,monsoon,high,21.17,86.59,jute
red,summer,medium,30.24,41.0,chili
black,summer,high,33.67,52.62,sugarcane
black,autumn,low,27.18,46.22,sorghum
loamy,monsoon,medium,25.81,67.01,guava
sandy,summer,high,27.8,74.08,watermelon
loamy,monsoon,medium,21.84,67.75,chili
clay,winter,medium,9.78,2.4,kidneybeans
loamy,summer,medium,30.9,74.74,muskmelon
sandy,monsoon,medium,22.71,82.77,maize
sandy,monsoon,medium,19.35,87.2,maize
sandy,monsoon,high,25.09,97.05,coconut
red,summer,medium,36.3,36.29,mango
sandy,autumn,medium,29.76,82.67,muskmelon
red,summer,medium,28.29,47.76,coffee
red,autumn,medium,25.77,58.08,coffee
sandy,monsoon,low,29.39,99.78,mungbean
red,summer,low,31.67,32.96,pigeonpeas
loamy,autumn,high,26.58,83.78,tea
clay,monsoon,medium,24.13,89.36,ginger
clay,monsoon,medium,25.3,90.35,ginger
black,winter,low,9.15,22.53,barley
black,summer,high,26.93,73.64,rice
loamy,autumn,medium,14.32,35.58,wheat
black,summer,high,28.92,73.62,rice
loamy,summer,high,32.41,56.74,sugarcane
loamy,summer,medium,23.19,57.22,maize
black,summer,low,32.96,33.89,millets
clay,monsoon,medium,24.0,97.05,jute
sandy,monsoon,low,28.95,69.34,mothbeans
black,monsoon,high,23.65,98.93,rice
black,monsoon,medium,22.73,98.76,cotton
black,summer,low,24.9,71.15,cotton
loamy,summer,high,27.96,81.23,coconut
loamy,monsoon,high,20.26,99.91,rice
loamy,monsoon,high,29.14,88.04,turmeric
sandy,autumn,medium,23.83,52.41,tomato
black,winter,medium,14.3,8.98,kidneybeans
loamy,summer,low,31.87,76.72,muskmelon
loamy,summer,high,32.15,70.51,banana
clay,winter,medium,6.99,23.02,wheat
sandy,autumn,medium,27.54,81.82,muskmelon
black,summer,low,27.12,77.39,cotton
black,monsoon,medium,24.38,58.6,chili
red,monsoon,high,25.27,82.15,ginger
loamy,monsoon,high,26.03,90.87,banana
loamy,summer,high,29.28,58.64,jute
loamy,summer,high,27.22,62.7,ginger
loamy,winter,medium,15.26,56.09,lentil
black,summer,medium,26.35,54.79,maize
loamy,monsoon,high,29.33,70.1,sugarcane
loamy,monsoon,high,19.98,100.0,rice
red,summer,low,33.59,34.48,mango
loamy,monsoon,medium,21.26,100.0,tea
black,summer,high,30.08,49.44,sugarcane
loamy,summer,low,31.72,34.84,millets
loamy,winter,medium,17.47,83.46,apple
sandy,winter,low,8.77,10.92,chickpea
loamy,autumn,low,22.48,87.62,apple
red,summer,low,30.05,43.08,mothbeans
clay,monsoon,high,24.76,88.97,jute
red,monsoon,high,23.02,92.03,ginger
sandy,autumn,low,22.5,64.82,pomegranate
loamy,autumn,low,23.03,65.25,lentil
loamy,summer,medium,28.46,68.6,muskmelon
clay,monsoon,high,25.3,92.88,jute
red,autumn,low,25.98,50.62,sorghum
loamy,monsoon,high,20.72,90.85,jute
loamy,autumn,low,15.64,24.91,barley
sandy,summer,medium,36.9,85.77,papaya
red,summer,low,37.32,37.42,mango
loamy,monsoon,medium,25.53,72.59,guava
loamy,winter,medium,18.19,36.28,tomato
loamy,summer,low,35.87,43.85,mango
black,winter,medium,4.37,26.3,wheat
red,winter,medium,14.09,39.3,tomato
clay,winter,medium,10.37,9.85,kidneybeans
loamy,monsoon,medium,25.12,95.39,cotton
loamy,autumn,low,18.11,41.91,onion
red,summer,medium,26.06,80.45,orange
red,summer,low,28.96,72.57,grapes
loamy,monsoon,low,27.79,76.77,blackgram
loamy,summer,medium,26.08,65.63,cotton
black,autumn,low,24.84,45.56,sorghum
loamy,summer,low,33.08,36.03,millets
sandy,monsoon,medium,21.82,85.99,maize
black,monsoon,high,23.62,100.0,rice
clay,monsoon,high,24.84,87.01,banana
loamy,winter,medium,11.71,34.2,potato
sandy,summer,medium,27.5,51.06,maize
loamy,monsoon,high,24.18,97.86,coconut
sandy,summer,medium,26.44,52.12,maize
sandy,summer,medium,29.72,78.43,watermelon
clay,winter,medium,9.39,22.44,wheat
loamy,autumn,medium,21.88,91.32,orange
sandy,autumn,low,21.46,55.71,pomegranate
sandy,autumn,medium,16.15,49.29,potato
sandy,autumn,low,23.51,84.37,grapes
sandy,monsoon,low,26.73,66.54,millets
black,monsoon,low,25.31,62.65,pigeonpeas
clay,winter,medium,11.22,24.34,wheat
red,summer,low,30.79,44.98,sorghum
red,monsoon,low,24.88,59.78,millets
sandy,summer,medium,29.31,75.77,muskmelon
clay,winter,low,5.01,23.02,wheat
sandy,autumn,low,32.19,55.21,mothbeans
loamy,winter,medium,19.78,84.28,orange
loamy,autumn,medium,22.76,93.09,orange
loamy,autumn,medium,18.23,47.01,potato
sandy,autumn,low,28.82,50.24,mothbeans
clay,monsoon,medium,24.18,96.64,jute
clay,monsoon,high,25.16,76.84,sugarcane
loamy,summer,medium,36.5,40.89,mango
loamy,summer,low,29.55,43.05,sorghum
sandy,monsoon,low,27.57,94.11,mungbean
loamy,summer,high,28.26,61.16,jute
loamy,monsoon,medium,23.19,66.42,pigeonpeas
sandy,summer,low,30.99,75.6,mungbean
clay,monsoon,high,23.52,93.71,jute
loamy,monsoon,high,25.79,93.81,banana
loamy,autumn,high,22.43,87.13,tea
loamy,winter,low,12.28,43.41,potato
red,summer,medium,27.92,49.23,coffee
clay,monsoon,high,25.71,72.16,sugarcane
black,winter,low,11.64,26.87,wheat
loamy,monsoon,high,20.29,97.18,rice
sandy,autumn,medium,31.75,85.88,muskmelon
sandy,summer,low,30.15,42.78,sorghum
loamy,monsoon,high,24.74,71.99,sugarcane
loamy,monsoon,medium,26.7,78.15,blackgram
clay,monsoon,high,24.63,95.31,jute
loamy,autumn,medium,28.67,47.43,guava
black,winter,medium,5.7,28.47,wheat
loamy,summer,medium,28.36,66.98,grapes
loamy,monsoon,high,22.68,91.29,banana
red,winter,medium,14.23,88.15,apple
loamy,autumn,medium,22.31,51.16,coffee
loamy,monsoon,high,25.09,87.63,ginger
loamy,monsoon,medium,23.92,99.97,banana
sandy,summer,medium,34.7,36.84,mango
loamy,monsoon,low,24.97,98.25,mungbean
sandy,summer,medium,24.85,55.78,maize
black,summer,high,28.43,71.28,rice
loamy,summer,medium,28.75,64.93,cotton
black,autumn,low,25.89,46.49,sorghum
sandy,summer,medium,24.95,54.07,maize
loamy,summer,high,28.8,82.75,coconut
sandy,summer,high,27.86,78.92,coconut
black,autumn,low,24.83,53.18,sorghum
clay,monsoon,high,23.74,96.23,jute
loamy,summer,high,33.79,50.03,sugarcane
black,monsoon,high,24.17,92.84,jute
red,winter,medium,14.7,37.49,tomato
sandy,monsoon,medium,23.82,76.17,guava
loamy,monsoon,medium,25.01,81.89,sugarcane
loamy,monsoon,high,30.27,80.35,turmeric
clay,summer,high,26.97,64.77,rice
red,summer,medium,29.72,74.16,watermelon
loamy,monsoon,high,22.78,94.09,tea
loamy,autumn,low,20.27,28.9,barley
clay,monsoon,high,22.94,100.0,rice
loamy,summer,high,26.02,66.88,ginger
loamy,summer,low,31.7,81.87,mungbean
sandy,autumn,low,24.34,76.82,grapes
red,summer,low,32.33,30.53,pigeonpeas
loamy,summer,medium,23.6,65.16,grapes
red,summer,medium,28.73,60.23,turmeric
loamy,autumn,medium,18.29,49.87,potato
loamy,summer,high,29.1,70.45,ginger
sandy,monsoon,medium,30.61,99.51,papaya
sandy,summer,low,25.6,70.2,grapes
black,summer,low,32.78,59.79,blackgram
sandy,monsoon,medium,20.13,88.4,maize
sandy,autumn,medium,21.84,51.48,tomato
black,monsoon,high,25.65,97.64,jute
loamy,winter,medium,8.77,32.41,wheat
clay,autumn,low,21.3,63.35,lentil
loamy,autumn,medium,16.18,35.26,wheat
loamy,winter,low,6.26,31.13,wheat
black,autumn,low,20.44,35.66,onion
red,summer,medium,30.76,74.2,muskmelon
red,summer,medium,25.97,40.06,coffee
black,autumn,low,27.59,49.82,sorghum
black,winter,low,17.02,49.12,lentil
sandy,autumn,medium,21.87,88.69,orange
loamy,monsoon,high,23.51,83.33,ginger
loamy,winter,low,11.64,13.85,kidneybeans
red,summer,low,27.22,73.07,grapes
loamy,monsoon,medium,24.42,98.65,banana
sandy,autumn,medium,21.3,96.37,orange
black,winter,low,17.72,51.83,lentil
red,winter,medium,16.6,41.15,tomato
loamy,summer,medium,31.23,40.2,chili
black,summer,low,32.31,57.57,blackgram
red,autumn,medium,20.09,20.13,kidneybeans
clay,winter,medium,8.71,26.53,wheat
red,summer,medium,26.44,74.85,cotton
red,monsoon,medium,22.92,78.17,guava
sandy,summer,high,32.52,76.32,coconut
black,summer,low,31.27,41.66,sorghum
black,autumn,low,23.03,34.13,onion
loamy,monsoon,high,27.73,74.91,sugarcane
loamy,monsoon,medium,28.89,93.84,papaya
loamy,summer,medium,29.34,43.9,guava
clay,monsoon,medium,23.54,100.0,rice
loamy,summer,low,30.49,45.82,mothbeans
sandy,autumn,low,27.06,51.28,mothbeans
sandy,autumn,low,18.22,29.63,barley
red,summer,low,27.89,32.04,pigeonpeas
loamy,summer,medium,36.0,41.59,mango
clay,monsoon,high,25.91,70.2,sugarcane
black,winter,low,10.59,35.47,onion
loamy,winter,medium,17.94,40.84,tomato
loamy,summer,medium,31.24,71.23,mungbean
loamy,winter,medium,17.92,35.18,tomato
loamy,monsoon,high,27.37,89.32,banana
loamy,monsoon,high,21.02,83.59,ginger
red,summer,low,30.4,30.48,millets
sandy,winter,low,7.68,13.05,chickpea
loamy,monsoon,low,27.68,65.34,pigeonpeas
red,monsoon,medium,27.97,79.52,turmeric
loamy,monsoon,high,24.56,93.98,banana
sandy,summer,low,31.37,32.64,millets
clay,summer,high,31.54,59.8,jute
red,monsoon,medium,21.26,95.98,tea
loamy,summer,medium,31.54,38.57,chili
red,monsoon,medium,24.86,90.68,ginger
loamy,autumn,medium,16.66,36.31,wheat
clay,summer,high,25.95,73.66,rice
loamy,summer,medium,32.04,39.17,guava
red,monsoon,medium,23.98,84.98,ginger
